ID,Usia,Pendapatan,Gender,Status_Pekerjaan,Pendidikan,Jml_Keluarga,Transaksi_BulanIni,Status_Kesehatan,Tingkat_Konsumsi
5843,59,116561226.08760193,L,Pegawai Negeri,S1,5,4,Sakit Berat,Rendah
5844,59,92333420.94688264,L,Pekerja Swasta,S2,4,12,Sakit Ringan,Rendah
5845,70,188994759.7584184,L,Pegawai Negeri,D3,2,4,Sakit Berat,Sedang
5846,51,129319776.36571322,L,Wiraswasta,S2,5,1,Sakit Ringan,Rendah
5847,26,48510067.01365849,P,Wiraswasta,S1,2,12,Sehat,Sedang
5848,39,110386721.47465733,L,Pekerja Swasta,S2,2,5,Sakit Ringan,Rendah
5849,30,175260229.85429314,P,Pekerja Swasta,S1,3,16,Sakit Berat,Tinggi
5850,42,140869400.60584307,P,Pekerja Swasta,S3,4,7,Sehat,Sedang
5851,65,171641373.69775814,P,Pelajar,S2,3,16,Sakit Berat,Rendah
5852,35,65071876.495815255,L,Wiraswasta,SMA,5,18,Sakit Ringan,Rendah
5853,68,179903247.86855754,L,Pelajar,S2,6,14,Sakit Ringan,Sedang
5854,29,156010039.72835097,L,Pekerja Swasta,S1,2,0,Sehat,Sedang
5855,57,151204475.97885418,P,Wiraswasta,D3,5,17,Sakit Ringan,Sedang
5856,34,82377392.55743438,L,Pelajar,S1,5,6,Sakit Berat,Rendah
5857,32,179778451.47689506,L,Pelajar,S3,6,6,Sehat,Rendah
5858,59,134836287.93077898,P,Pegawai Negeri,D3,3,15,Sakit Berat,Tinggi
5859,32,173331105.83530444,L,Pelajar,SMA,5,10,Sehat,Sedang
5860,32,84974862.07752892,P,Pekerja Swasta,SMA,4,4,Sehat,Tinggi
5861,56,46217376.39158417,P,Pekerja Swasta,S3,2,20,Sehat,Sedang
5862,30,79820692.43965802,P,Pelajar,S3,1,13,Sakit Ringan,Rendah
5863,34,101947582.52753285,L,Pegawai Negeri,S3,6,9,Sakit Ringan,Sedang
5864,49,116013327.52618863,P,Pegawai Negeri,S3,4,4,Sehat,Tinggi
5865,26,111945658.82807675,P,Pegawai Negeri,S2,1,18,Sehat,Tinggi
5866,57,118289826.63858159,L,Pelajar,S1,6,17,Sakit Ringan,Rendah
5867,37,171507037.74013054,P,Pelajar,S2,1,3,Sakit Ringan,Tinggi
5868,43,50618224.31387058,L,Pegawai Negeri,D3,3,8,Sakit Berat,Tinggi
5869,44,76889233.13039675,L,Pelajar,SMA,1,18,Sakit Berat,Rendah
5870,38,179949528.27838126,P,Wiraswasta,SMA,2,10,Sehat,Tinggi
5871,35,120882476.82049945,L,Pekerja Swasta,D3,3,2,Sehat,Rendah
5872,30,125010176.66652298,L,Pelajar,SMA,4,10,Sakit Berat,Rendah
5873,33,106051258.03051141,L,Wiraswasta,S3,4,6,Sehat,Tinggi
5874,26,118815434.29750504,L,Pelajar,S3,4,16,Sakit Berat,Rendah
5875,29,55654351.500818215,P,Wiraswasta,S3,6,17,Sakit Berat,Sedang
5876,61,118436041.89526309,L,Pegawai Negeri,D3,5,14,Sakit Berat,Rendah
5877,55,199491163.02400103,L,Pekerja Swasta,S1,3,16,Sakit Ringan,Tinggi
5878,36,121888563.12635317,L,Pelajar,D3,3,16,Sehat,Sedang
5879,24,27992443.809085462,L,Wiraswasta,S1,3,9,Sakit Berat,Sedang
5880,52,163358415.98311874,P,Wiraswasta,SMA,2,14,Sakit Ringan,Sedang
5881,65,91365577.17020977,P,Pegawai Negeri,SMA,3,15,Sakit Ringan,Sedang
5882,35,47661706.73028113,L,Pekerja Swasta,SMA,2,14,Sehat,Rendah
5883,33,175253565.12080443,P,Pekerja Swasta,S1,6,8,Sakit Berat,Rendah
5884,56,55635185.99629416,L,Pekerja Swasta,SMA,4,20,Sehat,Rendah
5885,21,185738130.174536,P,Wiraswasta,D3,5,18,Sakit Berat,Tinggi
5886,42,99523368.27966899,L,Pelajar,S1,1,0,Sakit Berat,Tinggi
5887,49,153702350.254946,L,Pelajar,S3,5,1,Sakit Ringan,Sedang
5888,57,118459253.0609337,P,Pegawai Negeri,S1,5,5,Sakit Berat,Tinggi
5889,30,66192824.704741016,P,Pekerja Swasta,D3,6,8,Sakit Ringan,Rendah
5890,62,140796231.4092654,P,Pelajar,D3,5,17,Sakit Berat,Rendah
5891,34,192424259.1602266,P,Wiraswasta,D3,1,0,Sehat,Rendah
5892,66,158534654.02245423,P,Wiraswasta,SMA,2,9,Sakit Berat,Rendah
5893,54,128723239.38353208,L,Pekerja Swasta,S3,4,3,Sakit Ringan,Rendah
5894,23,198313059.4878542,L,Pegawai Negeri,S3,6,13,Sakit Ringan,Sedang
5895,36,67758800.12168325,L,Pegawai Negeri,S2,1,20,Sakit Ringan,Rendah
5896,30,31221467.82370053,L,Pekerja Swasta,D3,4,5,Sakit Ringan,Rendah
5897,43,25783555.900867596,P,Wiraswasta,SMA,2,19,Sakit Ringan,Rendah
5898,31,147923818.3205837,P,Pegawai Negeri,S1,4,4,Sakit Ringan,Sedang
5899,48,169441825.65215072,L,Wiraswasta,SMA,2,14,Sehat,Rendah
5900,21,134318096.7472148,L,Wiraswasta,D3,1,9,Sakit Berat,Tinggi
5901,56,182904787.5397757,P,Pelajar,SMA,1,2,Sehat,Sedang
5902,25,145635688.5211857,P,Pegawai Negeri,D3,4,16,Sehat,Sedang
5903,42,86771836.35362369,P,Wiraswasta,S1,6,8,Sehat,Rendah
5904,30,52626492.493378684,P,Pelajar,S1,4,8,Sakit Berat,Rendah
5905,49,186436546.14064813,P,Wiraswasta,S3,5,14,Sehat,Rendah
5906,55,38647486.999546304,L,Pekerja Swasta,S2,5,17,Sakit Ringan,Sedang
5907,55,117737912.67435297,L,Pegawai Negeri,SMA,4,2,Sakit Berat,Sedang
5908,45,76521426.5492321,L,Wiraswasta,S2,5,7,Sehat,Tinggi
5909,70,68854701.35354105,L,Pegawai Negeri,SMA,4,2,Sehat,Rendah
5910,47,136250273.34504133,P,Pelajar,S3,3,18,Sakit Berat,Rendah
5911,20,61622648.730386525,L,Pegawai Negeri,S3,5,12,Sakit Berat,Rendah
5912,45,184945719.2136312,L,Wiraswasta,S1,4,15,Sakit Ringan,Sedang
5913,20,93087903.63784234,L,Pegawai Negeri,S1,3,6,Sakit Ringan,Sedang
5914,62,141927562.4113422,L,Pekerja Swasta,S1,5,19,Sakit Berat,Sedang
5915,51,150996029.1191452,L,Pekerja Swasta,SMA,1,4,Sakit Ringan,Sedang
5916,33,142929505.03255945,P,Pelajar,S2,4,18,Sakit Ringan,Sedang
5917,39,182612043.3607442,L,Wiraswasta,S2,1,1,Sehat,Tinggi
5918,49,61603555.44907966,L,Pegawai Negeri,S1,6,2,Sakit Ringan,Sedang
5919,55,35489818.04349822,P,Pelajar,S3,5,2,Sehat,Sedang
5920,25,29983825.507708885,P,Pelajar,S2,6,1,Sakit Ringan,Tinggi
5921,25,178011947.08550447,P,Wiraswasta,S3,3,15,Sehat,Sedang
5922,23,195191668.98905277,P,Pegawai Negeri,S1,4,16,Sakit Ringan,Tinggi
5923,31,74454777.41684827,L,Pelajar,SMA,3,15,Sakit Ringan,Rendah
5924,49,144832506.24349445,P,Pelajar,D3,1,15,Sakit Ringan,Tinggi
5925,52,21604301.150914803,L,Wiraswasta,S2,4,18,Sehat,Rendah
5926,27,53953671.8208778,P,Wiraswasta,S1,6,16,Sakit Berat,Tinggi
5927,20,144069388.8430906,L,Pelajar,S1,1,4,Sakit Ringan,Rendah
5928,29,31859685.076741908,P,Pegawai Negeri,S2,1,11,Sakit Ringan,Tinggi
5929,66,104331808.9855684,P,Pelajar,D3,3,11,Sakit Berat,Rendah
5930,48,139264987.5873108,L,Pekerja Swasta,SMA,6,6,Sehat,Sedang
5931,46,157872470.83499312,L,Wiraswasta,S2,5,6,Sakit Ringan,Tinggi
5932,22,101686864.47038668,P,Pekerja Swasta,SMA,6,3,Sehat,Sedang
5933,69,133451127.10934174,L,Pegawai Negeri,S1,1,5,Sakit Ringan,Tinggi
5934,42,117123613.32117103,L,Wiraswasta,S2,1,15,Sehat,Sedang
5935,58,29415038.974997796,L,Pegawai Negeri,SMA,2,7,Sehat,Rendah
5936,48,153704843.7067724,L,Pekerja Swasta,S3,3,5,Sakit Berat,Rendah
5937,38,51025144.85936749,P,Pegawai Negeri,S3,1,18,Sehat,Rendah
5938,37,25724995.62209144,L,Wiraswasta,S3,6,9,Sakit Ringan,Sedang
5939,56,101210224.93190701,P,Pekerja Swasta,SMA,2,15,Sakit Berat,Tinggi
5940,39,175814765.71067184,L,Wiraswasta,S3,3,1,Sakit Berat,Sedang
5941,21,47149298.77898516,P,Pekerja Swasta,S1,4,13,Sehat,Tinggi
5942,30,22314356.1410555,P,Pelajar,SMA,5,10,Sehat,Rendah
5943,62,39796262.43777508,P,Pegawai Negeri,S1,3,1,Sakit Ringan,Tinggi
5944,59,85458640.5796892,P,Pegawai Negeri,D3,1,2,Sakit Berat,Rendah
5945,67,124430936.59843467,L,Wiraswasta,SMA,2,10,Sakit Berat,Rendah
5946,66,54742184.11746066,L,Pelajar,S3,2,3,Sakit Berat,Sedang
5947,37,164353520.90406272,P,Wiraswasta,S3,4,13,Sehat,Sedang
5948,69,155593481.69883475,L,Wiraswasta,D3,2,4,Sakit Ringan,Rendah
5949,30,145255450.98776585,L,Pekerja Swasta,S2,1,2,Sakit Ringan,Rendah
5950,34,107744565.49679792,P,Pelajar,D3,3,7,Sakit Berat,Tinggi
5951,53,85739051.92411736,L,Pekerja Swasta,S3,4,9,Sehat,Rendah
5952,50,87605591.77366593,L,Wiraswasta,S3,5,11,Sakit Ringan,Tinggi
5953,18,110552696.29203199,L,Pekerja Swasta,S2,5,7,Sakit Ringan,Sedang
5954,32,33916643.63887782,L,Pekerja Swasta,D3,1,6,Sehat,Rendah
5955,30,142814983.31607103,P,Pegawai Negeri,S1,4,1,Sakit Ringan,Sedang
5956,34,83271357.92167437,P,Pelajar,D3,4,11,Sakit Berat,Tinggi
5957,41,60456580.028963946,L,Pegawai Negeri,S1,1,19,Sehat,Tinggi
5958,25,70098872.68975501,P,Pelajar,S3,6,10,Sakit Berat,Rendah
5959,67,52452971.35151921,P,Pegawai Negeri,S3,4,8,Sakit Berat,Rendah
5960,44,182282255.39500195,P,Wiraswasta,D3,2,4,Sehat,Rendah
5961,62,50426752.94525918,P,Pegawai Negeri,S3,2,5,Sakit Ringan,Tinggi
5962,40,178926701.40107527,L,Pelajar,S2,1,6,Sakit Berat,Sedang
5963,63,123003811.27432123,L,Pelajar,SMA,1,13,Sakit Ringan,Rendah
5964,25,176141171.96999484,L,Pelajar,S1,2,17,Sakit Ringan,Sedang
5965,25,105331559.04299219,P,Pegawai Negeri,S3,3,14,Sakit Ringan,Rendah
5966,43,186974069.50659326,L,Pekerja Swasta,S1,1,0,Sakit Ringan,Sedang
5967,64,58068333.84950303,L,Pegawai Negeri,D3,2,15,Sakit Ringan,Tinggi
5968,30,119844515.51250942,L,Pekerja Swasta,S2,3,14,Sehat,Rendah
5969,56,42650964.29246044,P,Pegawai Negeri,S1,3,8,Sakit Ringan,Tinggi
5970,54,100499651.33642559,L,Wiraswasta,S3,6,6,Sakit Ringan,Tinggi
5971,66,122582665.39643162,P,Wiraswasta,SMA,2,11,Sakit Berat,Sedang
5972,45,129021539.99117097,P,Pegawai Negeri,S2,6,8,Sehat,Sedang
5973,42,85795183.44331025,P,Pegawai Negeri,D3,2,11,Sakit Ringan,Tinggi
5974,33,33740415.589961514,P,Pegawai Negeri,S3,4,10,Sakit Ringan,Rendah
5975,19,137958692.8488775,P,Wiraswasta,S2,3,2,Sakit Berat,Sedang
5976,35,107917734.88159001,L,Pekerja Swasta,S3,5,12,Sehat,Tinggi
5977,34,44638195.99470624,P,Pelajar,D3,4,4,Sehat,Tinggi
5978,47,188457674.49309793,P,Pekerja Swasta,D3,4,20,Sakit Berat,Tinggi
5979,56,192020359.19301978,P,Pegawai Negeri,SMA,3,17,Sehat,Rendah
5980,30,174189130.3696464,L,Wiraswasta,S2,3,10,Sehat,Sedang
5981,49,171896294.09316754,L,Pelajar,SMA,3,2,Sakit Ringan,Sedang
5982,67,37760829.656250104,L,Pekerja Swasta,SMA,1,8,Sakit Berat,Tinggi
5983,46,198815619.7248622,L,Pegawai Negeri,SMA,2,7,Sakit Berat,Rendah
5984,63,92068522.37547168,P,Wiraswasta,S1,6,7,Sehat,Tinggi
5985,47,49361800.856080435,P,Wiraswasta,D3,2,12,Sakit Ringan,Sedang
5986,35,166178311.0790998,L,Pelajar,SMA,2,10,Sehat,Rendah
5987,30,60631538.323350415,P,Pekerja Swasta,S1,3,5,Sakit Ringan,Tinggi
5988,60,114711557.72052647,L,Wiraswasta,S1,4,12,Sehat,Sedang
5989,38,43042891.73661854,L,Pegawai Negeri,S1,3,10,Sehat,Sedang
5990,47,105436230.18965992,L,Pegawai Negeri,SMA,3,13,Sakit Berat,Sedang
5991,38,120465468.81252961,P,Pelajar,S1,4,13,Sehat,Rendah
5992,65,100266312.79124169,L,Pekerja Swasta,SMA,5,18,Sehat,Rendah
5993,34,32507628.45547754,L,Wiraswasta,S2,6,4,Sakit Berat,Sedang
5994,57,107289025.5048974,P,Pelajar,D3,1,14,Sakit Ringan,Sedang
5995,36,104409711.81934685,P,Pekerja Swasta,S3,5,12,Sehat,Rendah
5996,69,67091649.91232129,P,Pekerja Swasta,SMA,3,15,Sehat,Tinggi
5997,32,185888287.93833858,P,Wiraswasta,D3,2,18,Sakit Berat,Tinggi
5998,26,95202619.8856861,P,Pelajar,SMA,2,16,Sakit Ringan,Tinggi
5999,69,175540843.3153493,P,Pelajar,S2,4,15,Sehat,Sedang
6000,27,39739489.33401954,L,Pelajar,D3,3,13,Sehat,Sedang
6001,61,77397911.15711266,P,Pelajar,D3,4,16,Sakit Berat,Rendah
6002,48,51739553.678247206,P,Pekerja Swasta,S1,4,6,Sakit Ringan,Sedang
6003,70,93513941.81267466,P,Pelajar,SMA,1,5,Sehat,Tinggi
6004,40,40094603.690758154,L,Pelajar,SMA,4,4,Sakit Berat,Sedang
6005,69,99386265.05221169,P,Wiraswasta,S3,3,0,Sakit Berat,Tinggi
6006,47,83696733.82068254,L,Pegawai Negeri,S1,1,15,Sakit Berat,Rendah
6007,50,60196708.50932094,L,Pekerja Swasta,S1,2,13,Sakit Ringan,Rendah
6008,69,135592294.1510567,L,Wiraswasta,S3,1,1,Sakit Berat,Rendah
6009,26,191164067.86660975,L,Wiraswasta,S1,3,3,Sehat,Rendah
6010,64,57280425.238925636,P,Wiraswasta,S1,6,0,Sehat,Rendah
6011,18,148122351.18172106,P,Pekerja Swasta,S2,5,1,Sakit Ringan,Sedang
6012,61,153628560.06621373,P,Pegawai Negeri,D3,1,8,Sehat,Tinggi
6013,52,109661692.95665523,P,Pekerja Swasta,S3,6,0,Sakit Ringan,Tinggi
6014,28,181580302.29810205,P,Pelajar,S2,5,19,Sehat,Tinggi
6015,51,193950211.8916712,P,Pegawai Negeri,S2,1,15,Sakit Berat,Sedang
6016,33,85204361.36969289,L,Pekerja Swasta,S2,1,13,Sehat,Tinggi
6017,26,137185993.64057374,L,Pekerja Swasta,S1,4,12,Sakit Berat,Tinggi
6018,49,139198271.2220202,P,Pelajar,S3,5,18,Sakit Ringan,Sedang
6019,32,92654394.72545081,P,Pekerja Swasta,S1,6,14,Sakit Berat,Tinggi
6020,29,77022393.40903056,P,Pegawai Negeri,S1,5,17,Sakit Berat,Sedang
6021,50,188073955.68100643,P,Wiraswasta,S2,1,2,Sehat,Tinggi
6022,62,162196678.87628156,P,Pekerja Swasta,SMA,3,14,Sakit Ringan,Rendah
6023,31,40603621.87541795,P,Pekerja Swasta,S3,3,14,Sehat,Rendah
6024,25,41579132.88527966,L,Pegawai Negeri,S3,5,4,Sakit Ringan,Sedang
6025,25,186057698.3935088,L,Pekerja Swasta,S2,4,12,Sakit Berat,Sedang
6026,44,34653757.7048464,P,Wiraswasta,S2,4,19,Sakit Ringan,Sedang
6027,29,143915842.32376987,P,Pelajar,D3,3,15,Sakit Ringan,Sedang
6028,18,60816484.44999411,P,Pelajar,S2,4,19,Sakit Ringan,Rendah
6029,60,26333361.69349136,L,Pelajar,S1,1,14,Sehat,Rendah
6030,57,30734758.294416234,L,Wiraswasta,S2,1,13,Sakit Berat,Rendah
6031,59,87233978.66232117,L,Pelajar,S3,5,8,Sakit Berat,Sedang
6032,68,33965921.30408564,L,Pegawai Negeri,SMA,6,20,Sehat,Rendah
6033,28,127395055.98802173,L,Pegawai Negeri,SMA,2,17,Sakit Ringan,Rendah
6034,56,136505812.0473336,P,Wiraswasta,S1,3,16,Sakit Berat,Sedang
6035,60,87224342.95694882,P,Wiraswasta,SMA,3,4,Sakit Berat,Sedang
6036,48,153718053.62930313,L,Wiraswasta,S2,2,14,Sakit Berat,Tinggi
6037,34,108207653.6305239,P,Pegawai Negeri,SMA,4,10,Sakit Ringan,Rendah
6038,50,97441130.61237477,L,Wiraswasta,S2,1,11,Sehat,Sedang
6039,49,93257855.98222251,L,Wiraswasta,D3,1,6,Sehat,Rendah
6040,46,97599167.72219673,L,Pelajar,S3,3,19,Sakit Berat,Rendah
6041,38,194219776.98819533,P,Wiraswasta,S1,3,20,Sakit Ringan,Rendah
6042,38,142653270.80691877,P,Pekerja Swasta,D3,4,8,Sakit Berat,Rendah
6043,57,76737772.488998,P,Pelajar,SMA,4,2,Sehat,Sedang
6044,40,152094776.63700175,P,Pegawai Negeri,S1,3,16,Sakit Ringan,Tinggi
6045,23,79448129.89812487,P,Pegawai Negeri,S2,4,8,Sehat,Rendah
6046,39,42628683.40124172,L,Pegawai Negeri,D3,2,10,Sakit Berat,Tinggi
6047,67,105564864.34201683,L,Pelajar,S3,1,13,Sehat,Rendah
6048,55,155184294.64491454,L,Pegawai Negeri,S3,3,9,Sakit Ringan,Tinggi
6049,54,87978783.95971781,P,Pelajar,D3,2,3,Sakit Ringan,Sedang
6050,62,176451345.5685217,P,Pelajar,D3,2,15,Sakit Ringan,Rendah
6051,68,89651486.73579676,P,Pekerja Swasta,D3,6,15,Sehat,Rendah
6052,25,82971024.5912117,L,Pekerja Swasta,SMA,5,11,Sakit Ringan,Tinggi
6053,58,199683904.495388,L,Pekerja Swasta,S3,3,5,Sehat,Sedang
6054,66,106844964.13821177,L,Pekerja Swasta,S3,5,6,Sakit Ringan,Rendah
6055,52,164939817.7484311,P,Pekerja Swasta,SMA,2,7,Sehat,Tinggi
6056,68,164897850.09078604,P,Pegawai Negeri,S1,3,5,Sehat,Sedang
6057,28,186746480.67785227,L,Pegawai Negeri,S3,5,6,Sehat,Sedang
6058,41,35281109.80105466,L,Pegawai Negeri,S1,1,8,Sakit Ringan,Tinggi
6059,66,68819649.75683162,L,Pekerja Swasta,S1,3,15,Sehat,Sedang
6060,38,158194656.47835812,L,Wiraswasta,S1,5,12,Sakit Ringan,Rendah
6061,68,121268268.63174169,P,Pegawai Negeri,S3,4,14,Sakit Berat,Sedang
6062,19,120730689.6238161,L,Pegawai Negeri,S2,3,17,Sakit Ringan,Sedang
6063,57,49918754.336643346,P,Wiraswasta,S1,6,3,Sakit Berat,Rendah
6064,36,70607542.54050736,P,Pekerja Swasta,S2,4,4,Sakit Ringan,Rendah
6065,56,113840135.4290122,P,Pelajar,SMA,3,7,Sakit Berat,Sedang
6066,45,69892645.64143181,P,Wiraswasta,S2,5,3,Sehat,Tinggi
6067,34,57850902.685768716,P,Wiraswasta,S2,5,16,Sakit Berat,Rendah
6068,23,35796090.0385993,L,Pegawai Negeri,D3,6,16,Sakit Berat,Rendah
6069,36,48030682.14620221,P,Pegawai Negeri,S1,3,1,Sehat,Tinggi
6070,55,158396197.24855512,L,Pekerja Swasta,S3,2,15,Sakit Berat,Rendah
6071,45,149380252.50524879,L,Pelajar,D3,5,18,Sakit Ringan,Tinggi
6072,19,28250063.182768088,P,Pelajar,S2,6,6,Sakit Ringan,Rendah
6073,55,56591135.36193998,L,Wiraswasta,SMA,3,10,Sakit Berat,Sedang
6074,54,120881962.41188893,L,Pekerja Swasta,S3,3,0,Sakit Berat,Sedang
6075,68,78073011.96261917,L,Pelajar,SMA,1,20,Sakit Ringan,Tinggi
6076,69,168184928.48231548,L,Wiraswasta,S2,4,17,Sakit Ringan,Sedang
6077,21,161298075.37918645,P,Pegawai Negeri,SMA,1,6,Sakit Berat,Tinggi
6078,39,180484500.4324597,L,Pelajar,D3,4,12,Sehat,Sedang
6079,43,121327621.67092086,L,Wiraswasta,SMA,4,2,Sehat,Tinggi
6080,66,83373766.36563773,P,Pelajar,D3,1,8,Sakit Ringan,Tinggi
6081,60,129091645.3132852,P,Pekerja Swasta,S1,6,16,Sehat,Sedang
6082,53,36044602.35418241,P,Wiraswasta,S3,2,1,Sakit Berat,Rendah
6083,30,21725483.19346417,P,Pekerja Swasta,SMA,3,14,Sakit Ringan,Rendah
6084,69,23076833.621663965,P,Wiraswasta,D3,5,8,Sehat,Tinggi
6085,49,93357728.8281589,L,Pegawai Negeri,S2,3,6,Sehat,Tinggi
6086,34,61053966.93855139,P,Pelajar,S2,6,18,Sehat,Sedang
6087,58,48320787.04400858,L,Pegawai Negeri,D3,6,10,Sakit Ringan,Sedang
6088,53,130758682.81127068,P,Pekerja Swasta,S3,1,20,Sakit Berat,Sedang
6089,63,199117107.6703726,L,Pelajar,S1,2,17,Sakit Berat,Tinggi
6090,36,51995576.65079655,L,Pegawai Negeri,S1,5,16,Sakit Ringan,Sedang
6091,52,118355856.35850899,P,Wiraswasta,S3,5,3,Sehat,Sedang
6092,63,41550952.51998088,L,Wiraswasta,SMA,6,1,Sakit Berat,Sedang
6093,57,188162559.39298502,P,Pegawai Negeri,D3,2,16,Sehat,Tinggi
6094,45,72515930.34270531,L,Pelajar,S1,5,19,Sakit Berat,Tinggi
6095,18,178101167.6078081,P,Pekerja Swasta,S3,5,0,Sakit Berat,Sedang
6096,59,70953759.06506783,L,Wiraswasta,S1,2,12,Sakit Berat,Tinggi
6097,35,165089446.43360952,L,Pekerja Swasta,S1,1,9,Sehat,Rendah
6098,65,57688640.020239085,P,Pelajar,SMA,1,16,Sehat,Tinggi
6099,57,72702097.42762,P,Pelajar,S1,6,20,Sehat,Sedang
6100,50,54645565.772654116,P,Wiraswasta,D3,5,16,Sehat,Sedang
6101,29,67566778.01293802,P,Pekerja Swasta,S3,1,10,Sehat,Tinggi
6102,25,170275835.95999676,P,Pelajar,SMA,1,8,Sakit Ringan,Sedang
6103,41,135025849.55840552,P,Pekerja Swasta,SMA,5,2,Sakit Berat,Rendah
6104,33,93058340.39070033,P,Wiraswasta,S3,5,9,Sakit Berat,Sedang
6105,67,194873784.87478814,P,Wiraswasta,D3,6,16,Sakit Ringan,Tinggi
6106,21,103675074.88332327,P,Pelajar,S1,6,15,Sakit Berat,Tinggi
6107,55,194556794.82659325,P,Pelajar,S1,1,15,Sakit Ringan,Tinggi
6108,61,55385646.12395484,L,Pekerja Swasta,D3,6,14,Sakit Ringan,Tinggi
6109,44,182834916.88069087,L,Pelajar,S2,4,12,Sakit Ringan,Sedang
6110,26,22487996.737549044,P,Wiraswasta,S3,2,1,Sakit Berat,Tinggi
6111,64,118154576.42583634,P,Pelajar,D3,1,5,Sakit Ringan,Tinggi
6112,33,96149430.97256267,L,Pegawai Negeri,S1,1,2,Sakit Berat,Rendah
6113,29,114515812.18495627,P,Wiraswasta,S3,4,0,Sehat,Sedang
6114,48,119620069.75058582,L,Pekerja Swasta,S3,3,16,Sehat,Rendah
6115,41,90025643.73218797,L,Pelajar,S1,6,0,Sakit Ringan,Sedang
6116,31,199675612.4394971,L,Pelajar,D3,3,10,Sakit Ringan,Tinggi
6117,62,195771294.25411266,L,Wiraswasta,S2,6,3,Sehat,Sedang
6118,42,193114167.80682713,L,Wiraswasta,S3,2,10,Sehat,Tinggi
6119,51,196235308.5277858,P,Pekerja Swasta,S3,5,12,Sehat,Tinggi
6120,20,162742231.77849174,L,Wiraswasta,S3,1,16,Sakit Ringan,Rendah
6121,41,197946286.22473973,P,Pekerja Swasta,D3,4,19,Sehat,Sedang
6122,59,180624840.54952556,L,Pelajar,S3,5,20,Sakit Ringan,Sedang
6123,26,94867874.6658358,L,Pekerja Swasta,S1,5,12,Sakit Ringan,Tinggi
6124,43,161259879.50901338,L,Pekerja Swasta,S1,3,16,Sakit Ringan,Rendah
6125,37,184172212.12261263,P,Pekerja Swasta,SMA,1,1,Sakit Berat,Rendah
6126,57,148269093.24567664,L,Pelajar,S3,2,1,Sakit Ringan,Tinggi
6127,27,96100821.30180871,L,Pegawai Negeri,S2,4,17,Sehat,Rendah
6128,36,31842243.562956546,P,Pegawai Negeri,SMA,1,5,Sehat,Rendah
6129,20,165745448.67090577,P,Pekerja Swasta,S3,5,1,Sakit Ringan,Rendah
6130,41,191493717.16276467,L,Wiraswasta,S3,5,10,Sakit Berat,Tinggi
6131,22,85243386.84138674,L,Pegawai Negeri,D3,2,16,Sakit Berat,Rendah
6132,20,47343089.17800913,L,Pelajar,D3,3,8,Sakit Ringan,Tinggi
6133,44,78770691.10470003,P,Pekerja Swasta,S1,2,19,Sakit Berat,Tinggi
6134,33,124872024.47208433,L,Pegawai Negeri,SMA,2,4,Sakit Ringan,Tinggi
6135,66,77047220.59080252,P,Pelajar,SMA,1,19,Sehat,Sedang
6136,32,129911371.43534371,L,Pekerja Swasta,SMA,6,14,Sakit Berat,Tinggi
6137,52,194033401.8040335,P,Pegawai Negeri,S1,3,16,Sakit Ringan,Sedang
6138,29,140732208.79538286,P,Pekerja Swasta,S2,5,9,Sakit Berat,Sedang
6139,58,85278685.93141189,L,Pegawai Negeri,S2,3,5,Sakit Berat,Sedang
6140,70,188435534.86487627,L,Pegawai Negeri,S2,1,12,Sakit Berat,Tinggi
6141,61,121814348.3662059,P,Wiraswasta,SMA,1,20,Sehat,Rendah
6142,43,43107031.735862,L,Pegawai Negeri,S3,6,15,Sehat,Sedang
6143,64,109816580.93487708,P,Wiraswasta,SMA,2,1,Sakit Berat,Sedang
6144,51,137654560.083809,P,Pelajar,S3,6,19,Sehat,Rendah
6145,40,170885785.84701294,L,Pegawai Negeri,D3,1,4,Sehat,Sedang
6146,48,188565821.60737652,P,Pekerja Swasta,S1,3,16,Sakit Berat,Sedang
6147,67,77134904.06894934,L,Wiraswasta,S2,2,6,Sakit Berat,Sedang
6148,37,47992225.534226626,P,Pegawai Negeri,SMA,2,16,Sakit Berat,Tinggi
6149,29,33289155.594898835,L,Wiraswasta,SMA,2,4,Sakit Ringan,Sedang
6150,40,152903828.4874909,L,Pekerja Swasta,D3,3,5,Sehat,Rendah
6151,21,163128485.48877776,L,Pekerja Swasta,S3,2,9,Sakit Ringan,Rendah
6152,40,93687162.84707004,P,Pekerja Swasta,S2,4,4,Sakit Ringan,Sedang
6153,65,91266573.29125322,L,Pelajar,S1,4,13,Sakit Ringan,Tinggi
6154,65,191762665.69783375,P,Pelajar,S3,3,19,Sehat,Sedang
6155,18,185002638.51445892,P,Pekerja Swasta,S3,5,13,Sakit Berat,Rendah
6156,42,61987862.34506778,L,Pelajar,S2,6,1,Sehat,Rendah
6157,19,160545376.5949653,P,Pelajar,S1,5,8,Sakit Berat,Rendah
6158,47,132086071.3219292,L,Pelajar,S2,2,17,Sakit Ringan,Tinggi
6159,20,47760093.041535184,P,Pelajar,S2,3,17,Sakit Ringan,Sedang
6160,38,84218788.47558087,P,Pelajar,SMA,2,8,Sakit Ringan,Sedang
6161,42,51945129.43534684,L,Pelajar,S1,2,4,Sakit Ringan,Tinggi
6162,37,73128086.98793095,L,Pekerja Swasta,S3,4,17,Sakit Ringan,Sedang
6163,66,130754211.6392033,P,Pelajar,S2,1,11,Sakit Berat,Sedang
